0.000000	0.000126
0.011909	0.000133
0.023818	0.000140
0.035726	0.000146
0.047635	0.000152
0.059544	0.000157
0.071453	0.000162
0.083362	0.000166
0.095271	0.000176
0.107180	0.000329
0.119090	0.000214
0.131000	0.000174
0.142910	0.000161
0.154810	0.000151
0.166720	0.000142
0.178630	0.000134
0.190540	0.000131
0.202450	0.000146
0.214360	0.000309
0.226270	0.004157
0.238180	0.000219
0.250090	0.000114
0.261990	0.000096
0.273900	0.000105
0.285810	0.000187
0.297720	0.005231
0.309630	0.000171
0.321540	0.000130
0.333450	0.000142
0.345360	0.000178
0.357260	0.000294
0.369170	0.000194
0.381080	0.000215
0.392990	0.000252
0.404900	0.000963
0.416810	0.000315
0.428720	0.000339
0.440630	0.000953
0.452530	0.000747
0.464440	0.000460
0.476350	0.000886
0.488260	0.001874
0.500170	0.000597
0.512080	0.001207
0.523990	0.001567
0.535900	0.000690
0.547810	0.003571
0.559710	0.000903
0.571620	0.000853
0.583530	0.001710
0.595440	0.000945
0.607350	0.003981
0.619260	0.001216
0.631170	0.001697
0.643080	0.001619
0.654980	0.002178
0.666890	0.002130
0.678800	0.002945
0.690710	0.002657
0.702620	0.005529
0.714530	0.003226
0.726440	0.014141
0.738350	0.004131
0.750260	0.005434
0.762160	0.010640
0.774070	0.005588
0.785980	0.012988
0.797890	0.013417
0.809800	0.006706
0.821710	0.009227
0.833620	0.088550
0.845530	0.006779
0.857430	0.005365
0.869340	0.005175
0.881250	0.005980
0.893160	0.024924
0.905070	0.041014
0.916980	0.019650
0.928890	0.014093
0.940800	0.011525
0.952710	0.009984
0.964610	0.009525
0.976520	0.005567
0.988430	0.003408
1.000300	0.003350
1.012200	0.004604
1.024200	0.029145
1.036100	0.002577
1.048000	0.003026
1.059900	0.001747
1.071800	0.010178
1.083700	0.004868
1.095600	0.001535
1.107500	0.000977
1.119400	0.003485
1.131300	0.002603
1.143200	0.009176
1.155200	0.006075
1.167100	0.037459
1.179000	0.262440
1.190900	0.194880
1.202800	0.025282
1.214700	0.003868
1.226600	0.001674
1.238500	0.000995
1.250400	0.000678
1.262300	0.000507
1.274200	0.000408
1.286200	0.000348
1.298100	0.000313
1.310000	0.000294
1.321900	0.000287
1.333800	0.000288
1.345700	0.000296
1.357600	0.000311
1.369500	0.000332
1.381400	0.000360
1.393300	0.000396
1.405200	0.000441
1.417100	0.000499
1.429100	0.000574
1.441000	0.000677
1.452900	0.000827
1.464800	0.001064
1.476700	0.001499
1.488600	0.002819
1.500500	0.013238
1.512400	0.016878
1.524300	0.005984
1.536200	0.006770
1.548100	0.012765
1.560100	0.046231
1.572000	0.274600
1.583900	0.045732
1.595800	0.017492
1.607700	0.013115
1.619600	0.038910
1.631500	0.020195
1.643400	0.008742
1.655300	0.011050
1.667200	0.037127
1.679100	0.115830
1.691100	0.017018
1.703000	0.009792
1.714900	0.006202
1.726800	0.003875
1.738700	0.004126
1.750600	0.006542
1.762500	0.028423
1.774400	0.015881
1.786300	0.020318
1.798200	0.011435
1.810100	0.008638
1.822000	0.006989
1.834000	0.005890
1.845900	0.005166
1.857800	0.004698
1.869700	0.004386
1.881600	0.004172
1.893500	0.004030
1.905400	0.003947
1.917300	0.003915
1.929200	0.003918
1.941100	0.003935
1.953000	0.003946
1.965000	0.003931
1.976900	0.003875
1.988800	0.003769
2.000700	0.003607
2.012600	0.003389
2.024500	0.003122
2.036400	0.002816
2.048300	0.002487
2.060200	0.002154
2.072100	0.001837
2.084000	0.001557
2.096000	0.001333
2.107900	0.001181
2.119800	0.001112
2.131700	0.001130
2.143600	0.001236
2.155500	0.001424
2.167400	0.001686
2.179300	0.002006
2.191200	0.002365
2.203100	0.002742
2.215000	0.003112
2.226900	0.003450
2.238900	0.003733
2.250800	0.003939
2.262700	0.004054
2.274600	0.004072
2.286500	0.003993
2.298400	0.003827
2.310300	0.003593
2.322200	0.003312
2.334100	0.003013
2.346000	0.002724
2.357900	0.002475
2.369900	0.002295
2.381800	0.002208
2.393700	0.002237
2.405600	0.002397
2.417500	0.002694
2.429400	0.003129
2.441300	0.003688
2.453200	0.004352
2.465100	0.005087
2.477000	0.005857
2.488900	0.006621
