-14.993000	0.000419
-14.981000	0.000383
-14.969000	0.000352
-14.957000	0.000328
-14.946000	0.000313
-14.934000	0.000311
-14.922000	0.000321
-14.910000	0.000344
-14.898000	0.000381
-14.886000	0.000430
-14.874000	0.000491
-14.862000	0.000560
-14.850000	0.000637
-14.838000	0.000717
-14.826000	0.000799
-14.815000	0.000879
-14.803000	0.000954
-14.791000	0.001021
-14.779000	0.001079
-14.767000	0.001126
-14.755000	0.001160
-14.743000	0.001180
-14.731000	0.001187
-14.719000	0.001181
-14.707000	0.001163
-14.695000	0.001135
-14.684000	0.001096
-14.672000	0.001050
-14.660000	0.000999
-14.648000	0.000943
-14.636000	0.000885
-14.624000	0.000826
-14.612000	0.000767
-14.600000	0.000709
-14.588000	0.000653
-14.576000	0.000599
-14.564000	0.000548
-14.553000	0.000499
-14.541000	0.000452
-14.529000	0.000408
-14.517000	0.000366
-14.505000	0.000326
-14.493000	0.000289
-14.481000	0.000254
-14.469000	0.000222
-14.457000	0.000194
-14.445000	0.000168
-14.433000	0.000147
-14.422000	0.000129
-14.410000	0.000116
-14.398000	0.000106
-14.386000	0.000101
-14.374000	0.000100
-14.362000	0.000101
-14.350000	0.000105
-14.338000	0.000111
-14.326000	0.000118
-14.314000	0.000125
-14.302000	0.000131
-14.291000	0.000135
-14.279000	0.000137
-14.267000	0.000136
-14.255000	0.000132
-14.243000	0.000125
-14.231000	0.000116
-14.219000	0.000105
-14.207000	0.000092
-14.195000	0.000080
-14.183000	0.000068
-14.171000	0.000059
-14.160000	0.000053
-14.148000	0.000051
-14.136000	0.000053
-14.124000	0.000059
-14.112000	0.000070
-14.100000	0.000086
-14.088000	0.000104
-14.076000	0.000125
-14.064000	0.000147
-14.052000	0.000168
-14.040000	0.000188
-14.029000	0.000204
-14.017000	0.000216
-14.005000	0.000224
-13.993000	0.000225
-13.981000	0.000221
-13.969000	0.000213
-13.957000	0.000200
-13.945000	0.000185
-13.933000	0.000169
-13.921000	0.000154
-13.909000	0.000141
-13.898000	0.000134
-13.886000	0.000133
-13.874000	0.000140
-13.862000	0.000155
-13.850000	0.000180
-13.838000	0.000213
-13.826000	0.000253
-13.814000	0.000300
-13.802000	0.000350
-13.790000	0.000402
-13.778000	0.000452
-13.767000	0.000499
-13.755000	0.000538
-13.743000	0.000568
-13.731000	0.000587
-13.719000	0.000594
-13.707000	0.000587
-13.695000	0.000568
-13.683000	0.000537
-13.671000	0.000496
-13.659000	0.000448
-13.647000	0.000396
-13.636000	0.000344
-13.624000	0.000294
-13.612000	0.000251
-13.600000	0.000216
-13.588000	0.000193
-13.576000	0.000182
-13.564000	0.000185
-13.552000	0.000202
-13.540000	0.000231
-13.528000	0.000270
-13.517000	0.000316
-13.505000	0.000367
-13.493000	0.000418
-13.481000	0.000466
-13.469000	0.000507
-13.457000	0.000538
-13.445000	0.000558
-13.433000	0.000564
-13.421000	0.000556
-13.409000	0.000535
-13.397000	0.000504
-13.386000	0.000463
-13.374000	0.000419
-13.362000	0.000373
-13.350000	0.000332
-13.338000	0.000298
-13.326000	0.000277
-13.314000	0.000272
-13.302000	0.000285
-13.290000	0.000318
-13.278000	0.000371
-13.266000	0.000443
-13.255000	0.000532
-13.243000	0.000636
-13.231000	0.000749
-13.219000	0.000869
-13.207000	0.000990
-13.195000	0.001108
-13.183000	0.001219
-13.171000	0.001321
-13.159000	0.001412
-13.147000	0.001492
-13.135000	0.001561
-13.124000	0.001623
-13.112000	0.001680
-13.100000	0.001738
-13.088000	0.001801
-13.076000	0.001874
-13.064000	0.001962
-13.052000	0.002070
-13.040000	0.002200
-13.028000	0.002352
-13.016000	0.002527
-13.004000	0.002721
-12.993000	0.002929
-12.981000	0.003143
-12.969000	0.003355
-12.957000	0.003556
-12.945000	0.003733
-12.933000	0.003877
-12.921000	0.003978
-12.909000	0.004028
-12.897000	0.004021
-12.885000	0.003954
-12.873000	0.003828
-12.862000	0.003647
-12.850000	0.003419
-12.838000	0.003155
-12.826000	0.002870
-12.814000	0.002580
-12.802000	0.002302
-12.790000	0.002057
-12.778000	0.001861
-12.766000	0.001732
-12.754000	0.001683
-12.742000	0.001725
-12.731000	0.001864
-12.719000	0.002102
-12.707000	0.002433
-12.695000	0.002850
-12.683000	0.003339
-12.671000	0.003883
-12.659000	0.004462
-12.647000	0.005054
-12.635000	0.005640
-12.623000	0.006201
-12.611000	0.006722
-12.600000	0.007193
-12.588000	0.007613
-12.576000	0.007987
-12.564000	0.008330
-12.552000	0.008665
-12.540000	0.009023
-12.528000	0.009444
-12.516000	0.009973
-12.504000	0.010663
-12.492000	0.011566
-12.480000	0.012736
-12.469000	0.014223
-12.457000	0.016073
-12.445000	0.018321
-12.433000	0.020993
-12.421000	0.024100
-12.409000	0.027636
-12.397000	0.031582
-12.385000	0.035898
-12.373000	0.040530
-12.361000	0.045406
-12.349000	0.050441
-12.338000	0.055541
-12.326000	0.060601
-12.314000	0.065512
-12.302000	0.070164
-12.290000	0.074450
-12.278000	0.078267
-12.266000	0.081523
-12.254000	0.084137
-12.242000	0.086043
-12.230000	0.087193
-12.218000	0.087558
-12.207000	0.087128
-12.195000	0.085915
-12.183000	0.083951
-12.171000	0.081287
-12.159000	0.077993
-12.147000	0.074152
-12.135000	0.069862
-12.123000	0.065228
-12.111000	0.060357
-12.099000	0.055359
-12.087000	0.050340
-12.076000	0.045397
-12.064000	0.040618
-12.052000	0.036078
-12.040000	0.031837
-12.028000	0.027941
-12.016000	0.024418
-12.004000	0.021285
-11.992000	0.018541
-11.980000	0.016176
-11.968000	0.014168
-11.956000	0.012486
-11.945000	0.011096
-11.933000	0.009956
-11.921000	0.009025
-11.909000	0.008261
-11.897000	0.007626
-11.885000	0.007082
-11.873000	0.006600
-11.861000	0.006154
-11.849000	0.005724
-11.837000	0.005297
-11.825000	0.004866
-11.814000	0.004429
-11.802000	0.003987
-11.790000	0.003546
-11.778000	0.003113
-11.766000	0.002699
-11.754000	0.002311
-11.742000	0.001960
-11.730000	0.001651
-11.718000	0.001391
-11.706000	0.001184
-11.694000	0.001029
-11.683000	0.000925
-11.671000	0.000869
-11.659000	0.000854
-11.647000	0.000874
-11.635000	0.000920
-11.623000	0.000983
-11.611000	0.001055
-11.599000	0.001128
-11.587000	0.001193
-11.575000	0.001246
-11.563000	0.001282
-11.552000	0.001298
-11.540000	0.001293
-11.528000	0.001267
-11.516000	0.001223
-11.504000	0.001162
-11.492000	0.001089
-11.480000	0.001007
-11.468000	0.000919
-11.456000	0.000831
-11.444000	0.000745
-11.432000	0.000665
-11.421000	0.000592
-11.409000	0.000528
-11.397000	0.000474
-11.385000	0.000430
-11.373000	0.000395
-11.361000	0.000368
-11.349000	0.000347
-11.337000	0.000331
-11.325000	0.000319
-11.313000	0.000308
-11.301000	0.000297
-11.290000	0.000285
-11.278000	0.000272
-11.266000	0.000256
-11.254000	0.000238
-11.242000	0.000218
-11.230000	0.000197
-11.218000	0.000176
-11.206000	0.000155
-11.194000	0.000135
-11.182000	0.000117
-11.170000	0.000102
-11.159000	0.000089
-11.147000	0.000080
-11.135000	0.000073
-11.123000	0.000070
-11.111000	0.000069
-11.099000	0.000070
-11.087000	0.000073
-11.075000	0.000076
-11.063000	0.000079
-11.051000	0.000082
-11.039000	0.000084
-11.028000	0.000085
-11.016000	0.000084
-11.004000	0.000083
-10.992000	0.000079
-10.980000	0.000075
-10.968000	0.000070
-10.956000	0.000064
-10.944000	0.000059
-10.932000	0.000053
-10.920000	0.000049
-10.908000	0.000044
-10.897000	0.000041
-10.885000	0.000039
-10.873000	0.000038
-10.861000	0.000037
-10.849000	0.000037
-10.837000	0.000038
-10.825000	0.000039
-10.813000	0.000039
-10.801000	0.000040
-10.789000	0.000040
-10.777000	0.000040
-10.766000	0.000039
-10.754000	0.000038
-10.742000	0.000037
-10.730000	0.000035
-10.718000	0.000033
-10.706000	0.000031
