-7.491100000000000314e+00 -1.217600000000000016e+00 1.781700000000000026e-06
-7.491100000000000314e+00 -1.192499999999999893e+00 2.343900000000000124e-06
-7.491100000000000314e+00 -1.167399999999999993e+00 2.090799999999999955e-06
-7.491100000000000314e+00 -1.142300000000000093e+00 1.283900000000000023e-05
-7.491100000000000314e+00 -1.117199999999999971e+00 8.927899999999999682e-06
-7.491100000000000314e+00 -1.092100000000000071e+00 3.629599999999999943e-05
-7.491100000000000314e+00 -1.066899999999999959e+00 1.381100000000000041e-05
-7.491100000000000314e+00 -1.041800000000000059e+00 6.013799999999999918e-06
-7.491100000000000314e+00 -1.016699999999999937e+00 6.488199999999999984e-06
-7.491100000000000314e+00 -9.916300000000000114e-01 1.728700000000000068e-06
-7.491100000000000314e+00 -9.665300000000000002e-01 1.066400000000000073e-06
-7.491100000000000314e+00 -9.414200000000000346e-01 2.541100000000000116e-06
-7.491100000000000314e+00 -9.163200000000000234e-01 4.031299999999999841e-06
-7.491100000000000314e+00 -8.912099999999999467e-01 4.137700000000000212e-06
-7.491100000000000314e+00 -8.661100000000000465e-01 7.873000000000000685e-06
-7.491100000000000314e+00 -8.409999999999999698e-01 5.378800000000000069e-06
-7.491100000000000314e+00 -8.158999999999999586e-01 5.004399999999999893e-06
-7.491100000000000314e+00 -7.907899999999999929e-01 3.616599999999999814e-06
-7.491100000000000314e+00 -7.656899999999999817e-01 3.544300000000000099e-06
-7.491100000000000314e+00 -7.405899999999999705e-01 3.990100000000000134e-06
-7.491100000000000314e+00 -7.154800000000000049e-01 4.398699999999999915e-06
-7.491100000000000314e+00 -6.903799999999999937e-01 4.612199999999999650e-06
-7.491100000000000314e+00 -6.652700000000000280e-01 2.967200000000000153e-06
-7.491100000000000314e+00 -6.401700000000000168e-01 2.791000000000000044e-06
-7.491100000000000314e+00 -6.150600000000000511e-01 2.551300000000000035e-06
-7.491100000000000314e+00 -5.899600000000000399e-01 3.707599999999999874e-06
-7.491100000000000314e+00 -5.648499999999999632e-01 3.168400000000000022e-06
-7.491100000000000314e+00 -5.397499999999999520e-01 5.085200000000000034e-06
-7.491100000000000314e+00 -5.146399999999999864e-01 2.827399999999999814e-06
-7.491100000000000314e+00 -4.895399999999999752e-01 1.253999999999999979e-06
-7.491100000000000314e+00 -3.891200000000000214e-01 2.326300000000000072e-06
-7.491100000000000314e+00 -3.640200000000000102e-01 1.278499999999999914e-06
-7.491100000000000314e+00 -2.636000000000000010e-01 4.460499999999999899e-06
-7.491100000000000314e+00 -2.384900000000000075e-01 3.886300000000000382e-06
-7.491100000000000314e+00 -2.133899999999999963e-01 2.622299999999999864e-06
-7.491100000000000314e+00 -1.882800000000000029e-01 2.295099999999999845e-06
-7.491100000000000314e+00 -1.631799999999999917e-01 1.064399999999999923e-06
-7.491100000000000314e+00 -1.380800000000000083e-01 1.711800000000000068e-06
-7.491100000000000314e+00 -1.129700000000000010e-01 2.207899999999999986e-05
-7.491100000000000314e+00 -8.787000000000000366e-02 2.394300000000000098e-05
-7.491100000000000314e+00 -6.275999999999999635e-02 1.178099999999999986e-04
-7.491100000000000314e+00 -3.765999999999999903e-02 9.052699999999999571e-05
-7.491100000000000314e+00 -1.255000000000000039e-02 5.575199999999999747e-05
-7.491100000000000314e+00 1.255000000000000039e-02 1.259400000000000038e-04
-7.491100000000000314e+00 3.765999999999999903e-02 6.206599999999999834e-05
-7.491100000000000314e+00 6.275999999999999635e-02 2.448299999999999920e-05
-7.491100000000000314e+00 8.787000000000000366e-02 1.906200000000000147e-05
-7.491100000000000314e+00 1.129700000000000010e-01 5.028500000000000221e-06
-7.491100000000000314e+00 1.380800000000000083e-01 7.842499999999999875e-06
-7.491100000000000314e+00 1.631799999999999917e-01 1.163899999999999986e-05
-7.491100000000000314e+00 1.882800000000000029e-01 1.448400000000000058e-05
-7.491100000000000314e+00 2.133899999999999963e-01 2.774799999999999928e-05
-7.491100000000000314e+00 2.384900000000000075e-01 1.961099999999999909e-05
-7.491100000000000314e+00 2.636000000000000010e-01 1.223500000000000060e-05
-7.491100000000000314e+00 2.887000000000000122e-01 9.494799999999999285e-06
-7.491100000000000314e+00 3.138099999999999778e-01 6.980299999999999897e-06
-7.491100000000000314e+00 3.389099999999999890e-01 6.925399999999999796e-06
-7.491100000000000314e+00 3.640200000000000102e-01 6.777399999999999688e-06
-7.491100000000000314e+00 3.891200000000000214e-01 6.916899999999999793e-06
-7.491100000000000314e+00 4.142299999999999871e-01 4.360600000000000229e-06
-7.491100000000000314e+00 4.393299999999999983e-01 3.708199999999999919e-06
-7.491100000000000314e+00 4.644400000000000195e-01 3.428499999999999870e-06
-7.491100000000000314e+00 4.895399999999999752e-01 4.450300000000000404e-06
-7.491100000000000314e+00 5.146399999999999864e-01 4.231200000000000248e-06
-7.491100000000000314e+00 5.397499999999999520e-01 3.167900000000000196e-06
-7.491100000000000314e+00 5.648499999999999632e-01 4.095500000000000006e-06
-7.491100000000000314e+00 5.899600000000000399e-01 1.963400000000000124e-06
-7.491100000000000314e+00 6.903799999999999937e-01 1.996000000000000032e-06
-7.491100000000000314e+00 7.154800000000000049e-01 1.294300000000000042e-06
-7.491100000000000314e+00 8.409999999999999698e-01 1.994300000000000117e-06
-7.491100000000000314e+00 8.661100000000000465e-01 1.456199999999999924e-06
-7.491100000000000314e+00 9.665300000000000002e-01 5.198999999999999690e-06
-7.491100000000000314e+00 9.916300000000000114e-01 6.721099999999999906e-06
-7.491100000000000314e+00 1.016699999999999937e+00 6.119499999999999601e-06
-7.491100000000000314e+00 1.041800000000000059e+00 2.465700000000000126e-05
-7.491100000000000314e+00 1.066899999999999959e+00 1.667100000000000014e-05
-7.491100000000000314e+00 1.092100000000000071e+00 4.151700000000000416e-06
-7.491100000000000314e+00 1.117199999999999971e+00 1.682999999999999980e-05
-7.491100000000000314e+00 1.142300000000000093e+00 7.249300000000000202e-06
-7.491100000000000314e+00 1.167399999999999993e+00 5.447399999999999717e-06
-7.491100000000000314e+00 1.192499999999999893e+00 1.393500000000000084e-06
-7.491100000000000314e+00 1.267800000000000038e+00 1.230399999999999900e-06
-7.491100000000000314e+00 1.292899999999999938e+00 1.218400000000000058e-06
-7.491100000000000314e+00 1.318000000000000060e+00 1.746999999999999960e-06
-7.491100000000000314e+00 1.343099999999999961e+00 1.071600000000000040e-06
-7.457799999999999763e+00 -2.246900000000000119e+00 1.344099999999999972e-06
-7.457799999999999763e+00 -2.221799999999999997e+00 2.283400000000000025e-06
-7.457799999999999763e+00 -2.196699999999999875e+00 1.868599999999999990e-06
-7.457799999999999763e+00 -2.171499999999999986e+00 2.395599999999999984e-06
-7.457799999999999763e+00 -2.146399999999999864e+00 2.707200000000000101e-06
-7.457799999999999763e+00 -2.121300000000000185e+00 1.064099999999999900e-06
-7.457799999999999763e+00 -1.343099999999999961e+00 1.296299999999999981e-06
-7.457799999999999763e+00 -1.292899999999999938e+00 1.662599999999999972e-06
-7.457799999999999763e+00 -1.267800000000000038e+00 1.228799999999999992e-06
-7.457799999999999763e+00 -1.217600000000000016e+00 2.135799999999999948e-06
-7.457799999999999763e+00 -1.192499999999999893e+00 9.215999999999999515e-06
-7.457799999999999763e+00 -1.167399999999999993e+00 2.372099999999999871e-05
-7.457799999999999763e+00 -1.142300000000000093e+00 4.822000000000000250e-05
-7.457799999999999763e+00 -1.117199999999999971e+00 8.377400000000000124e-05
-7.457799999999999763e+00 -1.092100000000000071e+00 7.668299999999999748e-05
-7.457799999999999763e+00 -1.066899999999999959e+00 1.026400000000000066e-04
-7.457799999999999763e+00 -1.041800000000000059e+00 5.396800000000000235e-05
-7.457799999999999763e+00 -1.016699999999999937e+00 5.518500000000000103e-05
-7.457799999999999763e+00 -9.916300000000000114e-01 4.779700000000000333e-05
-7.457799999999999763e+00 -9.665300000000000002e-01 9.437899999999999881e-06
-7.457799999999999763e+00 -9.414200000000000346e-01 3.563200000000000037e-06
-7.457799999999999763e+00 -8.912099999999999467e-01 1.198600000000000052e-06
-7.457799999999999763e+00 -8.661100000000000465e-01 3.226499999999999940e-06
-7.457799999999999763e+00 -8.409999999999999698e-01 4.791199999999999969e-06
-7.457799999999999763e+00 -8.158999999999999586e-01 1.188299999999999914e-06
-7.457799999999999763e+00 -7.907899999999999929e-01 1.631099999999999935e-06
-7.457799999999999763e+00 -7.656899999999999817e-01 6.758800000000000409e-06
-7.457799999999999763e+00 -7.405899999999999705e-01 1.094799999999999920e-05
-7.457799999999999763e+00 -7.154800000000000049e-01 1.563799999999999834e-05
-7.457799999999999763e+00 -6.903799999999999937e-01 1.282699999999999933e-05
-7.457799999999999763e+00 -6.652700000000000280e-01 1.139999999999999927e-05
-7.457799999999999763e+00 -6.401700000000000168e-01 8.068699999999999505e-06
-7.457799999999999763e+00 -6.150600000000000511e-01 1.614099999999999928e-06
-7.457799999999999763e+00 -5.899600000000000399e-01 1.303799999999999909e-06
-7.457799999999999763e+00 -5.648499999999999632e-01 6.120799999999999910e-06
-7.457799999999999763e+00 -5.397499999999999520e-01 2.527099999999999911e-06
-7.457799999999999763e+00 -5.146399999999999864e-01 2.920800000000000055e-06
-7.457799999999999763e+00 -4.393299999999999983e-01 3.061499999999999826e-06
-7.457799999999999763e+00 -4.142299999999999871e-01 7.205799999999999686e-06
-7.457799999999999763e+00 -3.891200000000000214e-01 1.106799999999999974e-05
-7.457799999999999763e+00 -3.640200000000000102e-01 1.307700000000000033e-05
-7.457799999999999763e+00 -3.389099999999999890e-01 2.172000000000000126e-06
-7.457799999999999763e+00 -2.887000000000000122e-01 4.920300000000000139e-06
-7.457799999999999763e+00 -2.636000000000000010e-01 1.433999999999999992e-05
